text;vote1;vote2;vote3;final_vote
Tomorrow, I'm going to draw Mumei in casual outfit  w !!!;8;8;-1;8
Just being outside for a few hours make me tired from anxiety;0;0;-1;0
I think I'm having chipotle for breakfast.;4;4;-1;4
he's going to explore more of the compound today . maybe actually visit future - him's old workshop . mixed feelings about that .;7;7;-1;7
Going home tomorrow and I can't wait!;8;8;-1;8
late to work bc taemin so cute I need a lobotomy;0;0;-1;0
I b rey forget all abt my p.o;0;0;-1;0
I finished my taxes at 8pm last night and woke up to texts that both fed and state were accepted. Hold your applause.;0;0;-1;0
Car shopping today. Hope all goes well. And hoping I don't get taken for a ride.;7;7;-1;7
A make sure Y'all Drink y'all Some water Today have a good one;7;7;-1;7
GUYSSSS I DONT WANT TO GO TO SCHOOL TOMORROW IM SOOOO UNPREPARED;8;8;-1;8
I had my kids greased up this morning;0;0;-1;0
Twenty hours later we are but i have worked no use that charles edward.;0;0;-1;0
im glad i have art and art club today but i just want to go home and cry;7;7;-1;7
I been clocked in for all of 20 or so minutes and I'm ready to go i just wanna be rich already;0;0;-1;0
Elore what have I been eating in this car lerapo le e kete la dinosaur jaana, le ha gotwe the car was overdue for a wash, this can't be it...;0;0;-1;0
My husband called himself "helping me out" and emptied the dishwasher. Problem is....I didn't run it yet ;0;0;-1;0
lrt (ignore how it's a qrt) I feel so unwell;7;7;-1;7
Why is everything funny , even when it's not maybe I need a check ;0;0;-1;0
back to work tomorrow, gn!;8;8;-1;8
I keep debating on wanting to shift tonight or waiting until the weekend.;9;9;-1;9
Actually went shopping for a new bed yesterday. We've found the one. It's a cute single that pulls out into a double bed!! Perfect for snuggling Fin on.;0;0;-1;0
Thursday is gonna be such a fast school day for me because half day and I only am gonna have my two art classes that day;9;9;-1;9
I need to get some plants in my life ima go to Home Depot today;7;7;-1;7
 dappa must be vex he iron he shirt this morning, they way deh raffing he neck here ;0;0;-1;0
today i made myself an iced americano and it was good. like, it tasted good. seungkwan would be proud lol.;0;0;-1;0
If i don't do nothing else.. ima eat good! Currently thinking about what ima have for lunch;6;6;-1;6
Please give me some cool air Please give some rain Please give me some thanda pani I want to feel cool again;0;0;-1;0
I have hopefully my last doc app today send positive energy it'll all get fixed soon.;7;7;-1;7
manifesting happy tears this Thursday.;9;9;-1;9
I really be on time for everything... like 20 mins early on time;0;0;-1;0
I dont know if I'm in the mood for the gym today I'm so tired;7;7;-1;7
Hopefully I can save myself from drowning.;0;0;-1;0
The card looks pretty hmm but i had enough;0;0;-1;0
i finished making mjf and miro in like 2 hours;0;0;-1;0
LETS JUST FOCUS ON PRINCESS DIANA REMIX. YOU'LL ENJOY ALONE ON FRIDAY. KEEP STREAMING.;9;9;-1;9
Me:oh I want McDonald's also me I wonder who's door dashing at 7 am;0;0;-1;0
I told myself that I'd wear my pajamas today and still put jeans on . tommorow my day though;8;8;-1;8
trying to psych myself into studying today;7;7;-1;7
Today will be another Resident Evil 4 day!! I think I'm onto Chapter 12 or 13 now!! Let's hope I don't die so many times this stream;7;7;-1;7
She's deleted the tweet. I hope she's okay wherever she is and she can breathe through all the backlash.;0;0;-1;0
After that shameful performance last night coupled with the ridiculous officiating of this league it's very fitting that I am officially going on strike this morning.;6;6;-1;6
I wish there were lockers at the library to put all my work in so I don't have to carry it round, like books are heavy;0;0;-1;0
I'm watching the Space-X launch live stream.;4;4;-1;4
I gotta hide today. I really can't do this;7;7;-1;7
A few baddie tingz from back in the day I'd spin into the block for...;0;0;-1;0
i wish there was a cat sleeping on my chest right now;0;0;-1;0
anyways my head is spinning so ima just take a nap lang;5;5;-1;5
idk what's happening but i don't want to know;0;0;-1;0
get to spend the rest of the week with my entire family before i start this new job on monday, never felt more content;9;9;-1;9
i missed the cloud frappe at starbucks :(;0;0;-1;0
I dont know i'll become a bep1er stan or sung hanbin's akggae in this thursday;9;9;-1;9
I came to see ck update and got jikook too;0;0;-1;0
I only need a make up artist to do eye shadow for Saturday;9;9;-1;9
Normalize waking up in a positive mood. Relax. Pray. Set a good tone for your day;0;0;-1;0
I'm alor nervous for my doctors appointment this morning;6;6;-1;6
Working out and then having to go to work is crazy to me I wanna go to sleep so bad;5;5;-1;5
spotify is down and i got an hour and a half commute help;5;5;-1;5
i am so sick today i cant even scroll my tline.... yet;7;7;-1;7
oh i thought i was gonna stay up all night cleaning and catching up on work but i just remembered my sol is tomorrow;8;8;-1;8
perhaps i'll attempt a squat pr today;7;7;-1;7
I finally discuss finish with the printing shop... I will update maybe tomorrow;8;8;-1;8
Seeing ppl say Spotify down but I guess mines works cause I left it open last night but the search doesn't work;0;0;-1;0
remembering when i gave my netflix login to the plug cuz he didn't had it and he still left;0;0;-1;0
Them trying to make me forget i lost the sun today with sexy jungkook pics;0;0;-1;0
tomorrow decides my fate to see if i would be a stan or their biggest hater;8;8;-1;8
Whew I hope the lord really holds my tongue today working with this lady;7;7;-1;7
After driving all night, I'm so happy to finally be in my own bed and sleep as much as my heart desires;7;7;-1;7
I want the day to have more hours because I really can't fit everything in 24 of them;0;0;-1;0
Going shopping at cavs tomorrow anyone can come with just let me know;8;8;-1;8
don't know but i am in so much pain right now. can't hold back my tears. need a hug. a genuine one.;4;4;-1;4
ahhh i'm doing face to face this saturday;9;9;-1;9
My coworker just told me she ate her lunch already...our shift hasn't even started.;0;0;-1;0
i really be talking to myself on here but it's so fun;0;0;-1;0
I'm ready to get my hair done Friday;9;9;-1;9
Laddu she is eating, delicious she is exclaiming.;4;4;-1;4
Ofc bad news hits for twitter as I plan to post my new commission sheet today;7;7;-1;7
I decided not to get breakfast this morning. My stomach is going to be made at ne around 11;6;6;-1;6
Forgot I have appointments today so ya probably won't be online;7;7;-1;7
i completely forgot i wasn't logged in on my alt and followed a bunch of people to tune recommendations. please disregard;0;0;-1;0
okay I'll sleep first then when I got home from school, I'll watch the J-hope's entrance ceremony with BTS. bye! good night;7;7;-1;7
It's a fun Tuesday already people .;7;7;-1;7
Now I just said I wasn't going anywhere this weekend....and now I maybe be going to a comedy show;9;9;-1;9
i need another lunbook, i can't wait for tomorrow ;8;8;-1;8
Expecting delivery of a chiminea. From Yodel. Sitting at the window to catch them before they try and launch it over the back fence.;5;5;-1;5
tomorrow will be a terrible day bc i have class at 8am and then i'm gonna have another class till 12pm so i have to rush home to be punctual for the final. skipping my last class for that;8;8;-1;8
Not in the mood for life today;7;7;-1;7
Called off the kid I'm teaching today Im so unwell;7;7;-1;7
I was a graphic designer for the night before after I have to use what happens in the time.;0;0;-1;0
Hit 500 followers yesterday. I am glad that whatever I am tweeting on here is adding value to somebody :);0;0;-1;0
last day at my job eeeek, i can't believe the day has come;7;7;-1;7
I do not want to be at work. Lol;7;7;-1;7
It's a Shame, but I guess we'll have to leave the trial run for another day and Leave. I'll see you Home, Sora.;9;9;-1;9
buffeting on friday (i'm paying );9;9;-1;9
I already see what kinda day this about to be;7;7;-1;7
Aack I'm on the LAST chapter in my math class, I can literally walk out of here once this is done ;4;4;-1;4
Sorry I'm gonna be late to work today, I'm parked outside listening to Harry Styles;4;4;-1;4
Let me get right kuz now imma show you who better at dis game.;5;5;-1;5
Yeah i think I'm giving up on this diet I've made it 60 hours but your girl is feeling so out of it and weak.;0;0;-1;0
Alright ladies and gents, let's find some winners today! Anyone out there got me a lock;7;7;-1;7
buy a bouquet and tell me we're okay;0;0;-1;0
I want some Larosas or some bdubs but I'm broke until tomorrow ain't that a Bych.;8;8;-1;8
this going to bed early and waking up early thing is so much nicer why did i ever keep myself up until 5 am and sleep the day away;0;0;-1;0
Just shaved about to post some mad amount of content;4;4;-1;4
I eat my pop tarts upside down;0;0;-1;0
its been an hour i gvie up;0;0;-1;0
i want ice cream and shawarma soooooo muuuuuuch;4;4;-1;4
Haegeum teaser drops in half an hour....bh ffs gimme sometime to stable my emotions.;4;4;-1;4
Working out and forgetting my Watch is annoying;0;0;-1;0
Need a shawty I can wake up with a foot rub;0;0;-1;0
trying to understand if I just throw up blood again or if it was just the apple skin I ate earlier;0;0;-1;0
woke up to my man getting bashed on twitter i can only defend drake so much;0;0;-1;0
I've been tweeting more, and engaging with people here this few days. Finally letting myself out of the shell ;0;0;-1;0
hope keita finally cuts his hair for tomorrow;8;8;-1;8
Nothing is going to prepare me this morning. But I'm finding some solace knowing we're celebrating you today one last goodbye;7;7;-1;7
i've been watching frank vids for like 2 hours straight;0;0;-1;0
i think i'm gonna skip class today i just don't have it in me;7;7;-1;7
i think i wanna stream on twitch tomorrow;8;8;-1;8
Still got that Benadryl in my system, accidentally took 3 yesterday and got really scared. But the grind don't stop, not even for the shadow government;0;0;-1;0
I can't believe I really gotta test for 4 hours but at least it'll show me where I'm currently at;6;6;-1;6
The sun today is something else, 1 minute down the sun, you can feel how hot it's on your skin .;7;7;-1;7
I love listening to oldies in the morning otw to work, so calming;0;0;-1;0
working on my qsmp charm set again tonight and its taking everything i have in my power not to leak these guys the tntduo turned out cuteeee......;7;7;-1;7
I wish I could wear colored scrubs for work;0;0;-1;0
i found my favorite kpop vid. that's it.;0;0;-1;0
Arsed about that result yesterday but I reckon there's a few Chester players feeling a million lira going into training this morning;6;6;-1;6
So I'm not eating candy for breakfast but I am eating a Pop Tart. Baby steps.;3;3;-1;3
Missing my brother extra hard today..can a red bird come my way please so I can know he's here;7;7;-1;7
what's up GAMERS it's time for another round of CRYING IN BED FOR NO REASON EVEN THOUGH TODAY WAS A REALLY GOOD DAY;7;7;-1;7
I am real agitated and confrontational today and that's not a good sign considering this afternoon I have to go deal with the doctor that I felt was dismissive of my condition last time we met.;7;7;-1;7
Lord help me I'm about to play Breath of the Wild;6;6;-1;6
I'm so tired I just told the conductor in going to the city I'm in.;0;0;-1;0
I'd like to collect many many snowflakes, holding in their hands, into a happy, good luck with missing hard squeeze, rub slowly with the hap;0;0;-1;0
this girl !!!!!! is going back to bed :);2;4;2;2
back to taking photos of my vinyl;3;0;3;3
swear I hate bringing my lunch. it's 9AM & I done tow that sandwich up.;0;6;0;0
I was having a good day until this 20 deg 80mph wind started blowing in my direction;0;4;4;4
Just me, picking on my dragon friends this morning.;3;6;3;3
Spotify being down puts a real damper on my morning;0;6;6;6
Just two more hours of work and then I can read on the way home;5;6;5;5
I need to go back to bed. I check my bank account wondering why I'm missing money because I forgot I bought gas this morning;7;0;0;0
Casual reminder to myself not to go to work hungover ughhhh;0;7;0;0
I'm counting down the days til I go PRN at work.;10;0;10;10
I honestly be forgetting to get a oil change;9;0;9;9
somebody motivate me to go grocery shopping;4;5;5;5
Just chill you is not bout to be my man.;0;1;0;0
I think it time to turn up the heat;2;0;2;2
Good morning twitter. (Y'all) Have a great day and try not to be a Go Chiefs!;0;7;0;0
my room is vibrating again i hate it here;0;11;11;11
Got the whole in the fence fixed so the dog can't get out so now I can go fishing.;7;6;6;6
BF secured my meal!! Shout out to my baby daddyyyyy;0;4;0;0
erevale's were playing a 'friendly' with the School House, and i;0;5;0;0
i know i need to start studying but i am so lazy;6;4;4;4
Guess I'll be sleeping early with a heavy heart.;0;6;6;6
I'm feeling generous today drop ur cashapp or PayPal for more blessings you must follow me asap;3;7;3;3
feeling vvvv nauseous this morning n still have to finish my run :( o well;4;6;4;4
read, study, & work out, gotta get my mind right;0;6;6;6
i love ohse i need to cook for him and crush his antipsychotics and put them in his food so he doesn't forget to take them;4;0;4;4
Roommate cooked fish and left the oil out my house has smelled like fish for 12 hours;0;7;7;7
Despite me not having a good day, at all, one positive thing happened: I got my A.R.C.!!! I can now open a bank account and get a phone plan, which means my phone will finally work better!;0;7;7;7
i'm sat next to the groaner on class;0;5;5;5
Of course I'm up early on my day off;1;7;7;7
feeling silly so i might start reading briar u series;10;7;10;10
i was reluctant to wake up this morning so now im going to school im sweats;4;7;4;4
The thunderstorms in the area right now make me wish I was staying home getting more hours of sleep ngl;0;5;5;5
Hyde is hot I cannot wait to see him again in 3 days.;9;8;8;8
Literally exhausted. I have no idea what's wrong with me.;0;8;8;8
Today is Tuesday and Joe Biden is still a clear and present danger to our Republic.;11;0;11;11
I realize no one is awake bc it's 7am lol, but I'm at ohare to fly out for work and switched from a rolling carryon to backpack and it's been life changing;7;6;6;6
There's a lot more ads in my following tab today... Don't make me switch back to lists.;0;7;7;7
No, I get MY WAY all day. Not you. I'm doing this. I earned it and my money. Respect and love and safety.;7;0;0;0
Good morning, Dad. My sister, mother, and I love and miss you dearly. Help me to get my business started.;8;6;6;6
I'm gonna go off for a while ...;9;0;9;9
Ready to hang my jersey up and find me one of them;7;0;0;0
I've had my coffee. You may now speak to me.;1;3;3;3
oh man it's a work night but I wanna stay up all night listening to emily scott robinson she's so good;7;6;6;6
giving my friends random photos in my camera roll cuz i can;3;0;3;3
Got the last 2 pints of Ruru's Superbaked ice cream;0;5;0;0
JR been being so nice and i keep busting out crying;5;0;0;0
Me ankasa my work week ends on Thursday so a no get problem ...;9;8;8;8
"I'm about to cry at school because I'm hungry :""";3;5;3;3
Me opening Twitter and seeing the likes on my Nie Bros doodle;2;0;2;2
Just watched the new movie from ari aster and.... I'm feeling a bit, traumatized. Talk about MOMMY ISSUES;0;5;0;0
After today people gonna be surprised when they see me;7;8;8;8
Coworking postponed, we may do a lunchtime sesh ;6;5;5;5
I'm going to go see Husbando Bowser movie today, but also, tummy is a bit woozy.;7;6;6;6
i wish i had sb to bring me some breakfast to work feel like i didn't even eat yesterday;4;0;0;0
oh tiktok got me in my feels this morning.;0;6;5;-1
I almost took today off, but now I have all sorts of ideas and am inspired;0;7;7;7
I wanna go away for a weekend but idk where.;9;8;9;9
I been laughing and smiling all morning ion know why just in a good space;0;6;0;0
If I had maybe $70 to use for something I'd like, I would make a lasagna dinner for my family tonight.;7;0;0;0
going 2 look at an apt today but it's over an hour away nd i dnt wna drive *__*;7;5;5;5
Downloaded roblox on my laptop and it's about to take off into flight please pray for it;3;4;3;3
I have until 10 to be on Twitter today cause I don't want no snowfall spoilers;7;5;5;5
they're talking about snow on the beach on the radio;2;5;2;2
Yeah i dnt want a morning shift   thats out;2;6;2;2
sigh i miss truth i want to play overwatch;7;5;5;5
ppl will be late for the bus and then take like 15 minutes to walk to it and omfg someone sat in the same seat;4;0;0;0
if di po ako nagrereply, im busy crying over what ifs with you ng markhyuck hehe;0;4;0;0
we all need to pray for exam for tomorrow;7;8;8;8
Really starting to feel not great at all ): why do I have delayed reactions... so annoying;5;0;5;5
I can't wait to hit my Hair Goal;0;10;10;10
interview on Wednesday and I'm really freaking stressed;0;9;9;9
I gotta start tweeting more like I used too but my boo got my Twitter so I gotta be good :/;11;0;0;0
Spotify apparently isn't working so I guess I'm just not gonna go to the gym oh well!!!!;7;0;7;7
i can't send any messages on discord what;3;0;3;3
i had the biggest cup of coffee but i think i'm slowly falling asleep anyway;5;4;4;4
It's me acting like I don't know why my face is breaking out, knowing full well my hair needs to be washed ;7;9;7;7
but THAT small conversation with pak ari today is completely wholesome;7;3;3;3
i still have a migraine oh this is not it;4;5;5;5
errrr how do i block a word on twt i cant if i see anymore polysho i'll start crying breaking down someone help;3;4;3;3
Phone on dnd. Child gone off to school. I'm going to sleeeep;6;5;6;6
The wheels still turning but the hamster is dead.;0;1;0;0
i need a hug from jimin he looks like such a good hugger;0;3;0;0
Why did I agree to be at work at 5 am. for this software update.;0;6;6;6
Idk why I scheduled my doctor appointments this early.. I just want to lay back down...;0;4;4;4
Bruh why are both gyms packed at 10 am on a Wednesday. Touch grass;5;0;5;5
I have no idea what I'm doing.;0;4;0;0
My son wasn't fully awake this morning like he usually is so I drank half a sprite and now he's dancing;3;4;3;3
I'm not supposed to work out for 24 hours after donating blood, but nobody is here to stop me. I am not going to be going on a 2000 feet of elevation hike though;8;7;7;7
Today might be National Garlic day but I'm having chocolate milk just want to.;7;3;3;3
I'm totally stalling on getting ready for work bc I know what's awaits me there today;7;5;5;5
Good morning thank u , let's get it;7;5;5;5
Even if you unfriended me, your just one person at the emd of the day, you made me felt like im not deserve all the words you uttered.;0;7;0;0
Morning shower & blunt to start my day;4;5;4;4
I'm ready to get off work , & I haven't even started yet! ;7;5;5;5
I feel like I'm the only one at work in a great mood because my break was LOVELY. I didn't even finish my coffee yet LOL;7;6;6;6
Eating breakfast before work is goated;4;0;0;0
Please excuse my very whinyness today. Am just sad and feeling very defeated. Anyways.;7;0;7;7
im not doing anything else lol;7;0;0;0
It's not thursday but let us go back;7;0;0;0
Man... Something's not right with my drawing skills today;7;0;7;7
I woke up late this morning and still got to work on time !!;0;7;0;0
I told Zo that I have the tooth fairy's phone number on speed dial I told her as soon as it comes out ima call her again to come soon the block;0;8;8;8
Now we wait for US to wake up and pump my bags We are so back;7;5;5;5
Good morning it's Monday! It's time to go get it;0;7;7;7
Nobody wanna bring me food ok it's cool;0;4;4;4
Hungry what should I order;0;4;4;4
Feeling slightly sick, but I'm gonna soldier on.;0;7;7;7
i just like really need to be back in a stadium screaming the cruel summer bridge w 70k people;10;0;10;10
The OOO emails are just rolling in. Honestly, I understand.;2;0;2;2
She may not be on much today Having a sliiiiiight meltdown issue;0;7;7;7
Getting a hair cut and color today. Time to feel refreshed;7;5;5;5
Good morning please buy The Jackalopians;5;3;5;5
my package has arrivef but i need to actually move to go and get it;0;3;3;3
Unexpected tooth extraction this morning, a wisdom tooth with undetected problems. Now feeling sorry for myself.;0;6;0;0
I don't know how I'm so tired;0;7;0;0
i feel so out of it i just want to go home and hide;4;7;4;4
Definitely could go back too sleep rn;4;7;4;4
If anyone is developing self storage I'd appreciate ten minutes of your time today for a few quick questions;7;3;7;7
time to prepare myself for the second presale of the day at 12 to get my brother and his gf tickets everyone pray for me;7;5;5;5
Before I dip, Gooooooodmorning sparkle on don't forget to smile today &lt 3;7;4;2;-1
Ima Enjoy my Shower Today, Maybe a Warm one;7;3;3;3
Kinda wanna start going to the gym at my uni but idk lol;11;0;11;11
can't watch the live because i actually will pass out;7;0;0;0
the way they all just snuggled to hobi when they saw him im in absolute shambles;7;0;0;0
No power and WiFi has been down since 8AM. I'm really living out my 20s to the fullest;7;0;6;-1
While you playing Call Of Duty I'm outside serving [P]s & s;5;3;0;-1
I'll start waiting for CB announcement when EN O'CLOCK will rest. That's the time they will drop something;11;7;11;11
I wish I was waking up in Miami today (I miss my mom);0;7;7;7
Going to a mall to spend all of my money because im gonna go bald today afternoon;6;7;6;6
Ight, let get this day started;0;4;4;4
just a few more minutes before our best boy's day!;3;7;7;7
I'ma start asking my white friends about today's mathematics;4;0;0;0
Good morning Twitter Friends and Followers. Have a great day. I love you all to pieces.;6;7;6;6
I need someone to draw something on my gold Telfar..I absolutely hate the color;10;4;10;10
I'm getting my hair done for prom today;7;5;5;5
GM MOOTIES!! I'm gonna get some free breakfast;4;5;4;4
i do not feel like cooking breakfast today , i wish i stop yesterday to get some cereal and milk ;4;5;4;4
Wisdom tooth garn tomorrow I am not not forward to it;7;8;8;8
I be outside but I really wanna be up under my shawty;7;0;0;0
Good morning. Time to start the grind. Let's make the best of it;4;7;4;4
Just had to suppress the urge to loudly say "corner" while in the office ;0;7;0;0
bye i forgot about twitter for a hot sec anyway pearl&gt girlyteengirl;1;0;0;0
Actually cannot get over how good Paramore were on Monday. I want to go again;9;0;9;9
i'm listening to a single dad/nanny romance and i'm reading a single dad/nanny romance... what could possibly go wrong;2;4;4;4
I wish it would rain literally all day.;7;0;5;-1
my hair is really soft today and i don't know why;6;7;7;7
Just found out that my suit jacket has pockets and it's honestly made my day!;6;7;0;-1
I need to go get an oil change today and I do nottttt feel like it;6;5;5;5
Ima do some shrooms on Thursday....;0;8;8;8
the thing is, i just cant wait for what thursday may bring ;0;8;8;8
dad is going around singing as it washe cant get it out his head;4;0;4;4
I need to hold a meeting with wookjin to talk about our perfumes;4;7;4;4
I planned on going to the gym before class today but i woke up to a dead phone so guess i gotta wait until after;6;4;6;6
The way I have to call so many patients today for the doctor I'm gonna scream.;7;0;7;7
crying in my room while looking up your photos on my phone, I miss you so much I hope you are safe and happy there ;4;5;4;4
I'm not even gonna get this weekend I need to prepare myself now Lmaoooo;6;7;6;6
Today i went out alone The whole day by myself and realised ..it's just YOU.;0;7;0;0
It's okay. I dey go touch grass.;0;3;3;3
Welp at least I don't gotta go nowhere in the rain;7;4;4;4
Sir, it is a little early to be drinking a Budweiser;0;4;2;-1
I wake up and I see they're making caster Da Vinci into a nuke, excellent. I can't wait for the buff on NA;0;4;0;0
It's Monday. Starting my week off with positive energy. HAPPY MONDAY!;7;9;7;7
On a good nighttime routine, I am also pursuing a calm and purge my mood is not a little congested.;0;6;0;0
In a meeting debating Waffle House or IHOP... Which do you prefer;4;5;4;4
eating me a good hot mr.t saugage sandwhich .;3;4;3;3
Woke up to a liquidated long but I'll charge it to the game;1;4;8;-1
Just got home.. wish I had a little sub to rub my feet;0;3;0;0
I Come To Work Just To Smile & Eat;0;7;0;0
i put the funniest picture up on my IG and my friends are still hyping me up i love them;0;5;0;0
i think i will replay swsh just to lvl100 a sizzipee again.hes so little;0;3;10;-1
sorry in advance for the person i'll become from today-thursday;7;8;8;8
the best part of the day is waking up, praying and drinking coffee.;0;4;0;0
Ok, mutuals! I am gonna be jumping over to Notes, I think. Drop your links in the replies so I can find you there!;7;3;3;3
I want to take a short nap but work dey my front;7;0;6;-1
Good morning Cover Monday's coffee to say it back, of course;4;5;4;4
I've been juicing for days and today I got a chick fil a breakfast combo and I feel so guilty;1;0;0;0
My Spotifys been acting weird the last few days, loads of songs that I should be able to play but then skipping through them like they're unavailable or something ;7;0;0;0
Am open roof today Ask me any question and I will honestly answer you;7;5;7;7
Definitely about to lay down & find a movie before I get up;5;6;5;5
There's not going to be a stream tonight, I've got to fill in an 11 page document to explain why Andy needs help with his care costs at his new place. It's going to be a wild evening...;7;6;6;6
If I was the president off three hours of sleep I would say press the gd button!!!;6;0;6;6
I really want to be great and go to the gym and go to work in the same day. But I'm afraid I'm just not that great yet.;0;11;11;11
i get tired of giving advice now lol;0;7;0;0
I'm not betting today and watch booker and KD drop like 30 with 5 3's each;0;7;7;7
lil yupik is up. talking about real estate. we need a place for her lovelies. she can take the room at the end of the hall if we can get this house clean. dare to dream.;0;4;0;0
I'm in the library why would they post more jk CK while I'm in the librarY I want to scream but can't;3;1;3;3
The sun is shining so bright & pretty this morning wish I was on a freeway somewhere or waking up in front of a beach;6;5;5;5
I have schitsoohrenia, and the voices want me to be quiet. Now I on Twitter.;11;3;11;11
i love me some dr bronners;4;0;0;0
I desperately need a hug but from someone specific.;11;3;11;11
hey I'm still thinking about those mushrooms from last night;8;3;3;3
launching my phone into the ocean. if you need me for something no you don't :(;7;1;1;1
I wake up at 5 am daily ! Today let's try to do a lil workout;7;4;4;4
Taemin being cute, pretty and flirty on bbl like he hasn't already made me completely lose my sanity today;7;0;0;0
I really been focused on myself I can't let nun distract me;4;0;11;-1
even tho I am still earrrly days in terms of weights, getting stronger etc... I love that my biceps are just There. I can flex now and they are poppiiiiiing ;1;0;0;0
I can't wait to log off of work later on this afternoon and write !;7;6;6;6
Usually when I get to work early I just head in but today I sat in my car for a good 45 minutes. I am tired;7;0;0;0
i get so tired at 1-3pm... like i want to go and sleep right now.. but that would be unproductive. i will go outside and get some stuff printed instead.;5;4;5;5
jungkook and yoongi be saving our day thru thirst traps and hot pic IS THIS WHO WE R;7;0;0;0
One phone call can just make a difference in your whole day. Waiting in anticipation for what Friday might bring, with a day of celebration in between.;9;8;8;8
I'M BRAIDING MY HAIR TODAAAAAYYYYY I'M SO EXCITED!!!!!!!!!!!!;7;5;5;5
my colleague says im on period with the way my mood keeps changing :));7;0;6;-1
I can see Ryan Moore having a few winners at HQ today. POKER FACE is another interesting horse upped in grade. Let's see what happens.;7;5;7;7
I can't wait to hit the gym after work;7;6;7;7
I think I want chipotle for lunch.;6;4;6;6
Hey, good morning lov and may you have a very successful day.;6;7;7;7
Here I am, four tens down at the DuPont, bet a hundred she don't think of me;0;5;5;5
Gotta off day tomorrow. Ima use that for studying;7;8;8;8
guess i just take a 6 hours nap since theres nothing for me left to do, YA'LL HAVE A GREAT DAY;6;7;6;6
Awww... it looks like I packed myself too much lunch. I don't want it to go bad...;6;4;4;4
Let the boys play hooky today because I was tired.... Currently regretting it;6;0;0;0
Sorry guys, it's been fun being online today, my girlfriend is seizing my phone again..I'd reply dm's next week Monday when she gives me back;9;10;9;9
oh my godddd i was gonna fast for 24h from last night to tonight but then this morning i wanted a bowl of cereal and now im convinced im gonna gain even tho it was only 200 cals;0;7;0;0
I'm totally fine whether it's a four-day or five-day Eid break. Break starts tomorrow and switching work alarms off now  p;9;8;9;9
my day can never be more tiring;7;0;0;0
Bryson Leaves To Take Nolan To School & Goes To Work & I Take Over The Bed;3;6;6;6
Good morning fellow Block-a-Bot addicts :) Meeting is down the hall on the left. Don't forget to tag those verified followers.;6;5;5;5
Check out my new pin post let me know what you think!;4;3;11;-1
i don't want to go to work i just wanna stay home, rewatch the episode and keep screaming about it;7;5;7;7
Morning y'all back to work for the poor dragon wish me luck, I still feel like death;0;7;7;7
I was acting like the lakers won the chip yestersay n I'm paying for it this morning;6;4;4;4
the salad i made yesterday hit. kinda tight i ain't get to make me one for work today. gotta figure out where i want to go to get one or figure out what else i'ma eat.;5;7;5;5
walked to the donut shop , journi better be lucky I love her;0;4;0;0
Need too put my pillows in the cleaners;5;3;5;5
Just dropped a tin of soup directly onto my shin why how's your day going;7;0;0;0
Ok now to get working on my pin.//;5;3;3;3
Very excited for my morning office pop tart;3;4;3;3
Gym is not seeing me today. I'm at the rooftop training with the sun.;7;5;5;5
I feel like if it's raining you shouldn't have to go to work;0;5;0;0
on my second can of monster today we love abitur;0;4;2;-1
Why didn't I bring an umbrella this is an acceptable time to have one;4;0;4;4
I have been on autopilot since 12 in the afternoon;0;6;6;6
Idk what is making me so nauseous;0;4;4;4
Set up my google pixel watch today ... I like it, so far. Let's see how long for though. ;11;0;11;11
Yeah i hate to overreact but I think we are done...;1;0;0;0
WE'RE ON THE HIGHWAY RN AT NIGHT AND I'M PLAYING LOVE ME NOW WOOOOO;2;3;2;2
An evangelist approached me at Starbucks today. Our interaction was weird and I'm not sure what to make of it.;0;3;0;0
I think im gonna ask her if she wants to get coffee with me. Like I'm pulling off a bandaid. O.O relationships scare me, don't judge.;8;0;8;8
I didn't charge my phone all night now I'm rushing out on 3%;4;5;4;4
I'm about to report her page;3;2;2;2
I need to find me a doula..;8;11;8;8
Just bought a capture card, I'm gonna be streaming my TOTK playthrough!!!!;7;9;9;9
I don't want to Degen again. Just go back to the Macap I bought you at;7;0;0;0
It's 3 am and I'm laughing over hot dogs;2;3;2;2
Lately I've been all smiles;0;7;0;0
goodevening, eat your lunch na mga bb!!;4;6;4;4
jb stans calling zayn yt and then uglee oh well... gets ready bc it's only the start;11;5;11;11
Take a look at my bro and I know we gon eat..;6;5;5;5
I'll gladly walk out sia fr;9;8;8;8
I'll finally have a chair for my room...!!!!!;8;0;0;0
Been back to waking up an hour or two before my alarm again. Trying to make the most of it, but I really could use the sleep.. I need a boyfriend to keep me in bed, lol..;11;0;11;11
The private message is open, send a message to me and enjoy your time ;3;7;3;3
Guys I ordered myself some 50rb Pani Poori :' I've worked so hard I deserve this.;0;5;5;5
I straight up don't know what was going on wimme last night;0;1;0;0
Quiet day today, so charging up the camera and drone ready to go on holiday.;7;9;9;9
I see we're all being very fine and normal this morning.;0;6;6;6
As soon as i step outside with this hot temperature, i get debuffed;0;11;0;0
SMH I BE HAVING THE WILD DREAMS;0;11;0;0
bye, i need to start reviewing my subjects;5;6;5;5
just came to say hello playing in my head for the last 72 hours;4;0;0;0
im ready for eid like hair permed and bought makeup YUPPPP;7;5;8;-1
Interacting with my followers in the morning before work really makes my day.;0;7;0;0
My mom flight 24+ hrs I miss talking to her already;8;7;8;8
He's in his office dancing to Beat It.;4;7;4;4
can't wait to be near a pool;0;4;8;-1
